Date,Open,High,Low,Close,Adj Close,Volume
2020-12-31,56.58000183105469,57.13999938964844,55.959999084472656,56.56999969482422,54.234901428222656,2537700
2021-01-04,57.029998779296875,57.68000030517578,54.779998779296875,55.72999954223633,53.42957305908203,3028300
2021-01-05,56.150001525878906,58.93000030517578,56.08000183105469,57.31999969482422,54.953941345214844,3946300
2021-01-06,58.65999984741211,59.45000076293945,57.25,58.599998474121094,56.18110275268555,5597300
2021-01-07,59.06999969482422,60.0099983215332,58.290000915527344,59.66999816894531,57.20693588256836,3040400
2021-01-08,60.189998626708984,60.189998626708984,57.290000915527344,57.709999084472656,55.327842712402344,3913500
2021-01-11,56.310001373291016,59.189998626708984,55.689998626708984,58.63999938964844,56.21945571899414,2885300
2021-01-12,59.220001220703125,59.79999923706055,58.52000045776367,59.5099983215332,57.05353927612305,3634800
2021-01-13,59.349998474121094,59.41999816894531,57.439998626708984,57.70000076293945,55.318260192871094,4434000
2021-01-14,58.099998474121094,61.0099983215332,58.060001373291016,60.27000045776367,57.782169342041016,4459500
2021-01-15,59.56999969482422,59.63999938964844,57.20000076293945,58.29999923706055,55.893489837646484,3710600
2021-01-19,59.0,60.95000076293945,58.72999954223633,60.540000915527344,58.0410270690918,3941400
2021-01-20,60.5099983215332,61.9900016784668,59.5099983215332,60.56999969482422,58.069786071777344,3222800
2021-01-21,59.7599983215332,60.4900016784668,58.5099983215332,58.86000061035156,56.43037414550781,3083000
2021-01-22,57.61000061035156,59.63999938964844,57.20000076293945,59.45000076293945,56.99601745605469,3000100
2021-01-25,58.7400016784668,59.68000030517578,57.86000061035156,59.40999984741211,56.95766830444336,3093800
2021-01-26,59.9900016784668,60.61000061035156,58.150001525878906,58.150001525878906,55.74968338012695,3150300
2021-01-27,57.5,60.560001373291016,56.869998931884766,58.72999954223633,56.30574035644531,4744800
2021-01-28,59.54999923706055,60.540000915527344,57.150001525878906,58.33000183105469,55.9222526550293,4363000
2021-01-29,58.0,59.95000076293945,55.939998626708984,56.43000030517578,54.10068130493164,5512600
2021-02-01,56.939998626708984,57.5,54.84000015258789,56.2400016784668,53.91852569580078,4159400
2021-02-02,57.630001068115234,59.09000015258789,56.5,57.77000045776367,55.3853645324707,3919200
2021-02-03,58.0,61.119998931884766,58.0,60.099998474121094,57.61918640136719,5257300
2021-02-04,60.880001068115234,61.91999816894531,60.130001068115234,61.060001373291016,58.5395622253418,3643600
2021-02-05,62.02000045776367,62.56999969482422,61.27000045776367,61.720001220703125,59.17232131958008,3127500
2021-02-08,62.41999816894531,65.54000091552734,62.34000015258789,64.79000091552734,62.115596771240234,4217700
2021-02-09,64.79000091552734,65.19999694824219,63.38999938964844,64.58999633789062,61.92384719848633,3864900
2021-02-10,63.779998779296875,65.4000015258789,63.38999938964844,65.11000061035156,63.384090423583984,3574100
2021-02-11,64.66999816894531,64.98999786376953,62.880001068115234,64.55000305175781,62.838932037353516,2505400
2021-02-12,63.83000183105469,64.77999877929688,63.79999923706055,64.73999786376953,63.02389144897461,2578100
2021-02-16,66.0,67.7300033569336,65.73999786376953,66.95999908447266,65.18505096435547,4645500
2021-02-17,67.30000305175781,68.58000183105469,66.37000274658203,68.12000274658203,66.31430053710938,3352600
2021-02-18,67.77999877929688,68.41000366210938,66.3499984741211,67.83000183105469,66.03199005126953,3096500
2021-02-19,68.2699966430664,72.1500015258789,68.18000030517578,71.52999877929688,69.6339111328125,5783400
2021-02-22,71.66999816894531,75.37999725341797,71.62000274658203,74.25,72.28180694580078,4771800
2021-02-23,75.45999908447266,76.19999694824219,72.77999877929688,75.80999755859375,73.80045318603516,4794700
2021-02-24,76.4000015258789,78.43000030517578,76.25,78.16000366210938,76.08816528320312,4578400
2021-02-25,78.87000274658203,79.45999908447266,77.05000305175781,78.1500015258789,76.07843017578125,6460800
2021-02-26,77.20999908447266,78.02999877929688,73.26000213623047,76.9800033569336,74.93944549560547,5344400
2021-03-01,78.5,79.19999694824219,77.72000122070312,77.80000305175781,75.73770904541016,2974200
2021-03-02,77.69000244140625,78.76000213623047,76.58000183105469,76.62999725341797,74.59870910644531,3458500
2021-03-03,77.41000366210938,79.76000213623047,76.97000122070312,77.52999877929688,75.47486114501953,4145800
2021-03-04,78.0,78.61000061035156,73.80000305175781,76.37000274658203,74.34561157226562,6359300
2021-03-05,78.0,79.05999755859375,74.81999969482422,79.02999877929688,76.93509674072266,4664400
2021-03-08,80.0,82.5999984741211,79.54000091552734,80.55999755859375,78.42454528808594,4834600
2021-03-09,79.75,81.33999633789062,76.51000213623047,76.58000183105469,74.55004119873047,5459600
2021-03-10,77.5999984741211,81.5,77.0999984741211,81.37000274658203,79.21307373046875,4069300
2021-03-11,81.55000305175781,84.38999938964844,81.4800033569336,82.4800033569336,80.29365539550781,4254300
2021-03-12,82.87000274658203,83.73999786376953,81.6500015258789,82.41999816894531,80.23523712158203,2492000
2021-03-15,82.70999908447266,83.23999786376953,80.20999908447266,81.83000183105469,79.66088104248047,2961000
2021-03-16,80.5,80.91999816894531,78.69999694824219,79.31999969482422,77.21741485595703,3793200
2021-03-17,78.68000030517578,79.80000305175781,77.08000183105469,79.13999938964844,77.04218292236328,3556900
2021-03-18,78.69000244140625,78.80999755859375,73.5,73.69999694824219,71.74638366699219,6233000
2021-03-19,74.01000213623047,74.97000122070312,72.6500015258789,73.69999694824219,71.74638366699219,11305400
2021-03-22,73.5199966430664,73.62999725341797,71.43000030517578,72.27999877929688,70.36402130126953,4149100
2021-03-23,70.83000183105469,72.16000366210938,69.72000122070312,70.08000183105469,68.22234344482422,4084700
2021-03-24,71.66999816894531,73.44999694824219,71.37999725341797,71.77999877929688,69.87727355957031,2895500
2021-03-25,70.04000091552734,72.80999755859375,69.05000305175781,72.41999816894531,70.50031280517578,3263000
2021-03-26,73.98999786376953,74.66999816894531,71.80000305175781,73.11000061035156,71.17202758789062,2730800
2021-03-29,72.08999633789062,72.97000122070312,70.72000122070312,71.86000061035156,69.95516204833984,2406200
2021-03-30,71.16000366210938,72.87000274658203,70.8499984741211,71.77999877929688,69.87727355957031,2364700
2021-03-31,71.44999694824219,72.41000366210938,70.94999694824219,71.5999984741211,69.7020492553711,3014500
