Date,Open,High,Low,Close,Adj Close,Volume
2020-12-31,70.5,70.73999786376953,69.76000213623047,69.94000244140625,67.56525421142578,2003500
2021-01-04,70.61000061035156,71.29000091552734,68.55999755859375,69.87999725341797,67.50728607177734,2714200
2021-01-05,70.0,73.77999877929688,70.0,71.75,69.31378936767578,3907000
2021-01-06,73.01000213623047,73.41999816894531,70.33999633789062,71.22000122070312,68.8017807006836,5097800
2021-01-07,71.5,73.30999755859375,70.77999877929688,71.86000061035156,69.42005157470703,2568200
2021-01-08,72.51000213623047,72.5999984741211,70.33999633789062,70.70999908447266,68.3091049194336,2683600
2021-01-11,69.0,72.80000305175781,68.68000030517578,72.2699966430664,69.81613159179688,4944300
2021-01-12,72.72000122070312,74.06999969482422,71.63999938964844,73.73999786376953,71.23622131347656,2648600
2021-01-13,73.5,73.69999694824219,71.52999877929688,71.7699966430664,69.3331069946289,2520600
2021-01-14,72.02999877929688,74.94999694824219,72.0,74.13999938964844,71.62263488769531,3028700
2021-01-15,73.1500015258789,73.45999908447266,70.93000030517578,71.73999786376953,69.30413055419922,3413700
2021-01-19,72.72000122070312,75.16999816894531,72.08000183105469,74.77999877929688,72.24090576171875,2976200
2021-01-20,75.4000015258789,75.95999908447266,73.94000244140625,75.38999938964844,72.8302001953125,2566800
2021-01-21,74.55999755859375,75.41000366210938,72.62999725341797,73.16000366210938,70.67591857910156,2698600
2021-01-22,71.69999694824219,73.08999633789062,71.1500015258789,72.55000305175781,70.08662414550781,2563600
2021-01-25,72.0,73.19999694824219,71.02999877929688,72.08000183105469,69.63258361816406,3003600
2021-01-26,72.8499984741211,74.08000183105469,71.26000213623047,71.30999755859375,68.88873291015625,2056800
2021-01-27,70.22000122070312,73.18000030517578,69.69999694824219,71.19999694824219,68.78246307373047,3080400
2021-01-28,71.69999694824219,72.62000274658203,70.55999755859375,71.44999694824219,69.02397155761719,2654500
2021-01-29,69.30000305175781,71.4000015258789,67.38999938964844,67.80000305175781,65.49790954589844,5732800
2021-02-01,68.33999633789062,68.44999694824219,65.37999725341797,67.37999725341797,65.09217071533203,2968800
2021-02-02,69.16000366210938,70.1500015258789,67.61000061035156,68.66000366210938,66.3287124633789,2324900
2021-02-03,68.66000366210938,71.38999938964844,68.66000366210938,71.29000091552734,68.86941528320312,2598900
2021-02-04,71.55999755859375,72.5999984741211,70.73999786376953,71.93000030517578,69.48767852783203,1997000
2021-02-05,73.1500015258789,73.51000213623047,71.3499984741211,72.04000091552734,69.59394836425781,2466500
2021-02-08,72.80000305175781,76.13999938964844,72.55000305175781,75.79000091552734,73.21661376953125,2678800
2021-02-09,75.44999694824219,75.55999755859375,73.83999633789062,74.52999877929688,71.99940490722656,2644900
2021-02-10,74.80000305175781,76.77999877929688,74.44999694824219,76.72000122070312,74.11504364013672,2231600
2021-02-11,76.4000015258789,77.26000213623047,74.8499984741211,77.23999786376953,74.61738586425781,2308000
2021-02-12,77.05999755859375,77.79000091552734,76.23999786376953,77.2300033569336,74.60772705078125,1954700
2021-02-16,78.88999938964844,80.5999984741211,78.0999984741211,79.38999938964844,76.69438171386719,2763700
2021-02-17,80.0,80.91000366210938,78.2300033569336,80.63999938964844,77.90193939208984,2135800
2021-02-18,80.16999816894531,80.58999633789062,78.91000366210938,80.05000305175781,77.33197784423828,2075000
2021-02-19,79.7699966430664,82.9800033569336,79.51000213623047,82.30999755859375,80.41938781738281,3401800
2021-02-22,81.47000122070312,85.37000274658203,81.16000366210938,83.95999908447266,82.031494140625,3213900
2021-02-23,85.25,85.98999786376953,82.38999938964844,85.52999877929688,83.56542205810547,2557200
2021-02-24,85.8499984741211,87.94000244140625,85.52999877929688,87.25,85.24591827392578,3540700
2021-02-25,88.0,88.05000305175781,84.20999908447266,84.63999938964844,82.69586944580078,2767000
2021-02-26,83.91999816894531,84.44000244140625,80.16000366210938,83.05000305175781,81.14239501953125,4790700
2021-03-01,85.05000305175781,85.75,84.0999984741211,84.69999694824219,82.7544937133789,2227400
2021-03-02,84.26000213623047,85.33999633789062,82.19000244140625,82.2699966430664,80.38030242919922,2354100
2021-03-03,83.12000274658203,85.62000274658203,82.80999755859375,83.83999633789062,81.91424560546875,2352400
2021-03-04,84.44999694824219,86.16000366210938,82.79000091552734,84.41000366210938,82.47116088867188,2829300
2021-03-05,86.61000061035156,87.43000030517578,84.11000061035156,87.3499984741211,85.34362030029297,3367100
2021-03-08,88.87999725341797,90.0999984741211,87.25,88.47000122070312,86.43789672851562,2892300
2021-03-09,87.69000244140625,90.58999633789062,85.33000183105469,85.4000015258789,83.43841552734375,3497500
2021-03-10,85.55000305175781,89.06999969482422,84.9000015258789,88.44000244140625,86.40858459472656,2554600
2021-03-11,88.5999984741211,89.5,87.55000305175781,87.7300033569336,85.71489715576172,2667700
2021-03-12,88.9800033569336,89.12999725341797,87.48999786376953,88.66000366210938,86.62353515625,1864100
