Date,Open,High,Low,Close,Adj Close,Volume
2020-12-31,138.30999755859375,139.2899932861328,137.38999938964844,139.13999938964844,135.72659301757812,4076400
2021-01-04,139.66000366210938,139.86000061035156,136.35000610351562,137.82000732421875,134.43896484375,8330900
2021-01-05,137.99000549316406,138.9199981689453,136.27000427246094,138.6999969482422,135.29737854003906,6856400
2021-01-06,138.77000427246094,141.0399932861328,138.60000610351562,140.16000366210938,136.7215576171875,10578000
2021-01-07,139.75,140.1300048828125,138.0399932861328,138.85000610351562,135.44371032714844,7355400
2021-01-08,138.47000122070312,139.05999755859375,137.0,138.7899932861328,135.38516235351562,7448500
2021-01-11,138.75,139.44000244140625,137.60000610351562,137.85000610351562,134.46824645996094,7239900
2021-01-12,137.85000610351562,138.25,136.24000549316406,137.0500030517578,133.6878662109375,6333500
2021-01-13,137.10000610351562,138.07000732421875,137.10000610351562,137.25999450683594,133.8927001953125,6078800
2021-01-14,137.42999267578125,137.64999389648438,135.27999877929688,135.8000030517578,132.46852111816406,6172800
2021-01-15,135.25,136.1999969482422,134.66000366210938,134.77999877929688,131.4735565185547,7757600
2021-01-19,135.6999969482422,136.36000061035156,133.55999755859375,133.60000610351562,130.322509765625,9184900
2021-01-20,132.52999877929688,133.8000030517578,131.25999450683594,131.92999267578125,128.69345092773438,12506600
2021-01-21,130.64999389648438,131.99000549316406,130.50999450683594,131.00999450683594,128.56686401367188,8761600
2021-01-22,131.02000427246094,131.47000122070312,129.99000549316406,130.0,127.57569885253906,7202800
2021-01-25,129.9499969482422,133.0,129.89999389648438,132.24000549316406,129.77394104003906,9640000
2021-01-26,132.25,133.47000122070312,131.42999267578125,133.08999633789062,130.6080780029297,5996700
2021-01-27,132.38999938964844,133.10000610351562,127.69999694824219,128.3800048828125,125.98592376708984,10826700
2021-01-28,127.83999633789062,131.64999389648438,127.44000244140625,130.36000061035156,127.92899322509766,8242000
2021-01-29,130.19000244140625,130.2899932861328,128.07000732421875,128.2100067138672,125.819091796875,8344100
2021-02-01,129.0,129.66000366210938,128.1999969482422,128.97000122070312,126.56492614746094,6534200
2021-02-02,129.60000610351562,130.72000122070312,128.69000244140625,128.7899932861328,126.38826751708984,6825600
2021-02-03,128.9499969482422,129.1999969482422,127.75,128.9499969482422,126.5452880859375,7309400
2021-02-04,129.3800048828125,129.4600067138672,128.5800018310547,129.02999877929688,126.6238021850586,6613700
2021-02-05,129.1199951171875,130.10000610351562,129.02999877929688,129.57000732421875,127.15373992919922,5063700
2021-02-08,129.92999267578125,130.10000610351562,128.11000061035156,129.1699981689453,126.76118469238281,7011200
2021-02-09,129.4600067138672,129.94000244140625,128.22999572753906,128.6699981689453,126.2705078125,5917800
2021-02-10,128.75,129.16000366210938,127.95999908447266,128.22000122070312,125.82890319824219,8594100
2021-02-11,128.5399932861328,129.3300018310547,128.2100067138672,128.3300018310547,125.93685913085938,6139200
2021-02-12,128.0,128.1300048828125,126.58000183105469,127.62000274658203,125.24009704589844,8407300
2021-02-16,127.97000122070312,128.1699981689453,126.98999786376953,127.91999816894531,125.53450012207031,8246000
2021-02-17,127.19000244140625,129.49000549316406,127.11000061035156,128.4600067138672,126.06443786621094,8845200
2021-02-18,127.80999755859375,129.85000610351562,127.58999633789062,129.52999877929688,127.1144790649414,6936400
2021-02-19,129.35000610351562,129.44000244140625,127.0199966430664,127.12000274658203,124.7494125366211,8277900
2021-02-22,126.79000091552734,127.23999786376953,126.37999725341797,126.58000183105469,124.21949005126953,6975500
2021-02-23,127.77999877929688,129.92999267578125,127.19000244140625,127.5199966430664,125.14196014404297,10145300
2021-02-24,127.3499984741211,128.24000549316406,126.91000366210938,127.66000366210938,125.27934265136719,7263000
2021-02-25,127.48999786376953,128.99000549316406,126.29000091552734,126.58000183105469,124.21949005126953,7790800
2021-02-26,126.54000091552734,126.93000030517578,121.81999969482422,123.52999877929688,121.22636413574219,17718800
2021-03-01,124.16000366210938,125.48999786376953,124.0,124.29000091552734,121.97219848632812,7740200
2021-03-02,123.87000274658203,124.86000061035156,123.43000030517578,123.9000015258789,121.58946228027344,10206500
2021-03-03,123.7699966430664,124.19999694824219,122.79000091552734,123.16000366210938,120.86327362060547,7537000
2021-03-04,123.0999984741211,124.7699966430664,121.54000091552734,122.1500015258789,119.87210083007812,10228100
2021-03-05,122.76000213623047,126.33000183105469,122.55000305175781,125.9800033569336,123.63067626953125,10490900
2021-03-08,125.76000213623047,128.89999389648438,125.31999969482422,127.30999755859375,124.93586730957031,9224700
2021-03-09,127.6500015258789,128.9199981689453,126.05999755859375,126.18000030517578,123.82695007324219,8859700
2021-03-10,126.1500015258789,128.4199981689453,125.47000122070312,127.33999633789062,124.9653091430664,9070900
2021-03-11,127.12999725341797,127.8499984741211,126.72000122070312,126.91000366210938,124.5433349609375,6941500
2021-03-12,127.6500015258789,128.82000732421875,127.6500015258789,128.13999938964844,125.75039672851562,6521900
2021-03-15,128.38999938964844,129.0399932861328,127.19000244140625,128.55999755859375,126.16255950927734,7172600
2021-03-16,128.50999450683594,129.97999572753906,128.50999450683594,128.94000244140625,126.53548431396484,6485200
2021-03-17,129.11000061035156,129.83999633789062,128.35000610351562,128.4199981689453,126.0251693725586,6192900
2021-03-18,128.2100067138672,129.0399932861328,127.04000091552734,128.6999969482422,126.2999496459961,6871300
2021-03-19,129.10000610351562,129.74000549316406,127.9000015258789,128.00999450683594,125.62281799316406,20262100
2021-03-22,128.00999450683594,130.88999938964844,128.00999450683594,130.17999267578125,127.7523422241211,8077600
2021-03-23,130.41000366210938,133.2899932861328,129.99000549316406,132.60000610351562,130.12722778320312,9503800
2021-03-24,130.94000244140625,133.13999938964844,130.6199951171875,132.55999755859375,130.08798217773438,8318000
2021-03-25,133.08999633789062,133.6199951171875,132.0500030517578,133.47999572753906,130.99081420898438,7517300
2021-03-26,133.22000122070312,135.61000061035156,132.47999572753906,135.4499969482422,132.924072265625,10821200
2021-03-29,135.0,137.60000610351562,135.0,137.57000732421875,135.00454711914062,11176000
2021-03-30,136.61000061035156,137.0,135.13999938964844,135.4499969482422,132.924072265625,8090600
2021-03-31,135.67999267578125,136.75,135.25999450683594,135.42999267578125,132.90444946289062,9202600
